Domaine,Zone,Élément,Produit,Année,Unité,Valeur
"Bilans Alimentaires (2010-)","Nouvelle-Zélande","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Oman","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","118"
"Bilans Alimentaires (2010-)","Oman","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","115"
"Bilans Alimentaires (2010-)","Ouganda","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Ouganda","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Ouzbékistan","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","16"
"Bilans Alimentaires (2010-)","Ouzbékistan","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","21"
"Bilans Alimentaires (2010-)","Pakistan","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Pakistan","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Panama","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","17"
"Bilans Alimentaires (2010-)","Panama","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","22"
"Bilans Alimentaires (2010-)","Papouasie-Nouvelle-Guinée","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","17"
"Bilans Alimentaires (2010-)","Papouasie-Nouvelle-Guinée","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","30"
"Bilans Alimentaires (2010-)","Paraguay","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Paraguay","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Pays-Bas","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","518"
"Bilans Alimentaires (2010-)","Pays-Bas","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","602"
"Bilans Alimentaires (2010-)","Pérou","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","33"
"Bilans Alimentaires (2010-)","Pérou","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","71"
"Bilans Alimentaires (2010-)","Philippines","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","172"
"Bilans Alimentaires (2010-)","Philippines","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","306"
"Bilans Alimentaires (2010-)","Pologne","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","32"
"Bilans Alimentaires (2010-)","Pologne","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","88"
"Bilans Alimentaires (2010-)","Polynésie française","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","16"
"Bilans Alimentaires (2010-)","Polynésie française","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","17"
"Bilans Alimentaires (2010-)","Portugal","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","76"
"Bilans Alimentaires (2010-)","Portugal","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","90"
"Bilans Alimentaires (2010-)","République arabe syrienne","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","23"
"Bilans Alimentaires (2010-)","République arabe syrienne","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","23"
"Bilans Alimentaires (2010-)","République centrafricaine","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","3"
"Bilans Alimentaires (2010-)","République centrafricaine","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","6"
"Bilans Alimentaires (2010-)","République de Corée","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","124"
"Bilans Alimentaires (2010-)","République de Corée","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","185"
"Bilans Alimentaires (2010-)","République de Moldova","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","17"
"Bilans Alimentaires (2010-)","République de Moldova","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","23"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","96"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","130"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","République dominicaine","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","41"
"Bilans Alimentaires (2010-)","République dominicaine","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","54"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","5"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","6"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","6"
"Bilans Alimentaires (2010-)","Roumanie","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","123"
"Bilans Alimentaires (2010-)","Roumanie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","130"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","735"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","798"
"Bilans Alimentaires (2010-)","Rwanda","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Rwanda","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","10"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","5"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","8"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","8"
"Bilans Alimentaires (2010-)","Samoa","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","12"
"Bilans Alimentaires (2010-)","Samoa","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","20"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","3"
"Bilans Alimentaires (2010-)","Sénégal","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Sénégal","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Serbie","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","13"
"Bilans Alimentaires (2010-)","Serbie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","17"
"Bilans Alimentaires (2010-)","Seychelles","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","3"
"Bilans Alimentaires (2010-)","Seychelles","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","3"
"Bilans Alimentaires (2010-)","Sierra Leone","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","17"
"Bilans Alimentaires (2010-)","Sierra Leone","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","20"
"Bilans Alimentaires (2010-)","Slovaquie","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","53"
"Bilans Alimentaires (2010-)","Slovaquie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","104"
"Bilans Alimentaires (2010-)","Slovénie","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","20"
"Bilans Alimentaires (2010-)","Slovénie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","23"
"Bilans Alimentaires (2010-)","Soudan","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Soudan","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Sri Lanka","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Sri Lanka","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Suède","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","79"
"Bilans Alimentaires (2010-)","Suède","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","84"
"Bilans Alimentaires (2010-)","Suisse","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","56"
"Bilans Alimentaires (2010-)","Suisse","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","45"
"Bilans Alimentaires (2010-)","Suriname","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","24"
"Bilans Alimentaires (2010-)","Suriname","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","19"
"Bilans Alimentaires (2010-)","Tadjikistan","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","35"
"Bilans Alimentaires (2010-)","Tadjikistan","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","12"
"Bilans Alimentaires (2010-)","Tchad","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Tchad","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Tchéquie","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","118"
"Bilans Alimentaires (2010-)","Tchéquie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","116"
"Bilans Alimentaires (2010-)","Thaïlande","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Thaïlande","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Timor-Leste","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","6"
"Bilans Alimentaires (2010-)","Timor-Leste","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","11"
"Bilans Alimentaires (2010-)","Togo","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","20"
"Bilans Alimentaires (2010-)","Togo","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","25"
"Bilans Alimentaires (2010-)","Trinité-et-Tobago","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","26"
"Bilans Alimentaires (2010-)","Trinité-et-Tobago","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","25"
"Bilans Alimentaires (2010-)","Tunisie","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Tunisie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Turkménistan","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","10"
"Bilans Alimentaires (2010-)","Turkménistan","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","13"
"Bilans Alimentaires (2010-)","Turquie","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Turquie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","44"
"Bilans Alimentaires (2010-)","Ukraine","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","63"
"Bilans Alimentaires (2010-)","Ukraine","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","86"
"Bilans Alimentaires (2010-)","Uruguay","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Uruguay","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","6"
"Bilans Alimentaires (2010-)","Vanuatu","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Vanuatu","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Venezuela (République bolivarienne du)","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","133"
"Bilans Alimentaires (2010-)","Viet Nam","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","77"
"Bilans Alimentaires (2010-)","Viet Nam","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","203"
"Bilans Alimentaires (2010-)","Yémen","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","60"
"Bilans Alimentaires (2010-)","Yémen","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","140"
"Bilans Alimentaires (2010-)","Zambie","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","7"
"Bilans Alimentaires (2010-)","Zambie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","23"
"Bilans Alimentaires (2010-)","Zimbabwe","Importations - Quantité","Viande de Volailles","2015","Milliers de tonnes","8"
"Bilans Alimentaires (2010-)","Zimbabwe","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","1"
